prompt,completion
"Edad: 33 años | Sexo: Hombre | Altura: 1.76m | Peso: 82kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Fuerza e hipertrofia | Lugar de entrenamiento: Casa | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 7h | Calidad de sueño: Buena | Objetivo: Ganar músculo sin ir al gimnasio","Rutina: Hipertrofia en casa - 4 días/semana\n\nAnálisis del perfil:\nUsuario con buen perfil de recuperación y frecuencia regular. Entrena en casa con equipamiento básico.\n\nDía 1 - Lunes (Empuje):\n1. Flexiones arquero - 4x10 cada lado\n2. Flexiones con pies elevados - 3x12\n3. Press de hombros con mancuernas - 4x12\n4. Elevaciones laterales - 3x15\n5. Fondos entre sillas - 3x12\n6. Extensión de tríceps sobre cabeza - 3x15\n\nDía 2 - Martes (Jalón y espalda):\n1. Dominadas con agarre ancho - 4x8\n2. Remo con mancuerna unilateral - 4x12\n3. Dominadas agarre supino - 3x8\n4. Remo con banda elástica - 3x15\n5. Curl de bíceps con mancuernas - 4x12\n6. Curl martillo - 3x12\n\nDía 3 - Jueves (Piernas):\n1. Sentadilla búlgara con mancuernas - 4x10 cada pierna\n2. Hip thrust con mancuerna - 4x15\n3. Peso muerto rumano con mancuernas - 4x12\n4. Zancadas en movimiento - 3x12 cada pierna\n5. Sentadilla pistol asistida - 3x8 cada pierna\n6. Pantorrillas de pie - 4x20\n\nDía 4 - Viernes (Full body + core):\n1. Burpees con flexión - 4x8\n2. Mountain climbers - 4x30s\n3. Sentadilla con salto - 3x15\n4. Plancha con toque de hombro - 3x10 cada lado\n5. Crunch en reverse - 3x15\n6. Superman - 3x15\n\nRecomendaciones:\n- Para hipertrofia en casa, el tempo es clave: 3 segundos bajada, 1 pausa, 2 subida.\n- Progresar con variantes más difíciles o lastre (mochila con peso).\n- 2g proteína/kg = 164g/día."
"Edad: 27 años | Sexo: Mujer | Altura: 1.65m | Peso: 60kg | Frecuencia de ejercicio: 5+ veces/semana | Nivel de rendimiento: Alto | Estilo de entrenamiento: HIIT y cardio | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Keto | Consumo de agua: 3L/día | Horas de sueño: 8h | Calidad de sueño: Buena | Objetivo: Definición muscular y reducción de grasa corporal","Rutina: Definición con HIIT - 5 días/semana\n\nAnálisis del perfil:\nUsuaria con alto rendimiento, excelente sueño y óptima hidratación. Con dieta keto y objetivo de definición. ATENCIÓN: la dieta keto reduce el glucógeno muscular, lo que puede afectar el rendimiento en HIIT las primeras semanas.\n\nDía 1 - Lunes (HIIT tren inferior):\n1. Calentamiento 5 min\n2. Sentadilla con salto - 4x15\n3. Peso muerto rumano - 4x12\n4. Zancadas con salto - 4x10 cada pierna\n5. Hip thrust con barra - 4x15\n6. Tabata: sentadilla sumo + mountain climbers - 4 rondas\n\nDía 2 - Martes (Fuerza tren superior):\n1. Press de banca - 4x10\n2. Dominadas con peso - 4x8\n3. Press militar con mancuernas - 3x12\n4. Remo en polea unilateral - 3x12\n5. Elevaciones laterales - 4x15\n6. Face pull - 3x15\n\nDía 3 - Miércoles (HIIT full body):\n1. Calentamiento 5 min\n2. Circuito AMRAP 20 min: Burpees x8 + Flexiones x10 + Sentadilla con salto x12 + Remo x10\n3. Enfriamiento 10 min\n\nDía 4 - Jueves (Fuerza tren inferior):\n1. Sentadilla con barra - 4x8\n2. Sentadilla búlgara - 3x10 cada pierna\n3. Prensa de pierna - 3x15\n4. Curl femoral - 3x15\n5. Abducción en máquina - 3x20\n6. Pantorrillas - 4x20\n\nDía 5 - Viernes (Cardio HIIT + core):\n1. Bicicleta intervalos: 30s max / 30s suave x 20 rondas\n2. Remo 500m x 4 con descanso 2 min\n3. Plancha 3x60s + Russian twists 3x20\n\nRecomendaciones:\n- Keto + HIIT: considerar cyclical keto (más carbohidratos en días de alta intensidad).\n- Monitorizar energía: si el rendimiento baja, añadir 50-100g carbohidratos pre-entreno.\n- Proteína en keto: mínimo 1.8g/kg para preservar masa muscular."
"Edad: 50 años | Sexo: Hombre | Altura: 1.77m | Peso: 85kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Fuerza y cardio | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 7h | Calidad de sueño: Buena | Objetivo: Perder grasa y mejorar salud cardiovascular","Rutina: Recomposición corporal - 3 días/semana\n\nAnálisis del perfil:\nUsuario mayor con sobrepeso (IMC ~27.2), bajo nivel de rendimiento. El objetivo principal es mejorar indicadores de salud. La frecuencia de 2-3 días es realista y sostenible. Sueño adecuado favorece la recuperación.\n\nDía 1 - Lunes (Tren superior + core):\n1. Press en máquina pecho - 3x15\n2. Jalón al pecho en polea - 3x15\n3. Press de hombros en máquina - 3x15\n4. Curl de bíceps - 3x15\n5. Extensión de tríceps - 3x15\n6. Plancha - 3x30s\n7. Bicicleta estática - 15 min ritmo suave\n\nDía 2 - Miércoles (Tren inferior + cardio):\n1. Prensa de pierna - 3x15\n2. Extensión de cuádriceps - 3x15\n3. Curl femoral - 3x15\n4. Puente de glúteos - 3x15\n5. Caminata en caminadora inclinada - 20 min\n\nDía 3 - Viernes (Full body funcional + cardio):\n1. Sentadilla con mancuernas ligeras - 3x12\n2. Remo con banda - 3x12\n3. Flexiones en pared - 3x12\n4. Zancadas en sitio - 3x10 cada lado\n5. Bicicleta - 20 min ritmo moderado\n6. Estiramientos - 10 min\n\nRecomendaciones:\n- Déficit calórico moderado: 300-500 kcal/día para perder grasa sin perder músculo.\n- Aumentar proteína a 1.6-1.8g/kg para preservar masa muscular.\n- Priorizar consistency sobre intensidad.\n- Revisar cardiovascular con médico antes de iniciar."
"Edad: 23 años | Sexo: Mujer | Altura: 1.70m | Peso: 62kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Fuerza y estética | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 2.5L/día | Horas de sueño: 7.5h | Calidad de sueño: Buena | Objetivo: Ganar glúteos y tonificar piernas","Rutina: Enfoque glúteos y piernas - 4 días/semana\n\nAnálisis del perfil:\nUsuaria con buen perfil de recuperación y objetivo específico de tren inferior. La frecuencia permite un enfoque especializado sin descuidar tren superior.\n\nDía 1 - Lunes (Glúteos pesado):\n1. Hip thrust con barra - 5x10 - Descanso 2 min\n2. Sentadilla con barra - 4x10\n3. Sentadilla búlgara con mancuernas - 3x12 cada pierna\n4. Abducción en máquina - 4x15\n5. Cable pull-through - 3x15\n\nDía 2 - Martes (Tren superior):\n1. Press de banca con mancuernas - 4x12\n2. Remo en polea - 4x12\n3. Press militar - 3x12\n4. Elevaciones laterales - 3x15\n5. Curl de bíceps - 3x15\n6. Tríceps en polea - 3x15\n\nDía 3 - Jueves (Piernas y glúteos):\n1. Sentadilla sumo con barra - 4x12\n2. Peso muerto rumano - 4x10\n3. Patada de glúteo en polea - 3x15 cada pierna\n4. Curl femoral - 3x15\n5. Pantorrillas de pie - 4x20\n\nDía 4 - Viernes (Glúteos + cardio):\n1. Hip thrust unilateral - 3x12 cada pierna\n2. Sentadilla con pausa (3s abajo) - 3x10\n3. Step-up con mancuernas - 3x12 cada pierna\n4. Hip abductor en máquina - 3x20\n5. Caminata inclinada en cinta - 15 min\n\nRecomendaciones:\n- Para glúteos, la progressive overload en hip thrust es clave: subir peso semanalmente.\n- 2g proteína/kg = 124g/día.\n- No descuidar tren superior 1-2 veces/semana para equilibrio muscular."
"Edad: 42 años | Sexo: Mujer | Altura: 1.67m | Peso: 70kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Fuerza y tonificación | Lugar de entrenamiento: Casa | Equipamiento disponible: Máquinas en casa (multiestación) | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 7h | Calidad de sueño: Regular | Objetivo: Tonificar y mantener masa muscular","Rutina: Tonificación con multiestación en casa - 4 días/semana\n\nAnálisis del perfil:\nLa multiestación permite ejercicios similares al gimnasio. La calidad de sueño regular es el factor a mejorar para optimizar la recuperación a los 42 años.\n\nDía 1 - Lunes (Tren superior empuje):\n1. Press de pecho en multiestación - 4x12\n2. Press de hombros en multiestación - 3x15\n3. Cruces en polea alta - 3x15\n4. Elevaciones laterales con polea baja - 3x15\n5. Extensión de tríceps en polea alta - 4x15\n\nDía 2 - Martes (Tren inferior):\n1. Sentadilla en Smith - 4x15\n2. Prensa de pierna - 4x15\n3. Hip thrust con barra Smith - 4x15\n4. Curl femoral en polea baja - 3x15\n5. Abducción con polea baja - 3x20 cada pierna\n\nDía 3 - Jueves (Tren superior jalón):\n1. Jalón al pecho en polea alta - 4x12\n2. Remo en polea baja sentada - 4x12\n3. Jalón agarre neutro - 3x12\n4. Pull-over en polea - 3x15\n5. Curl de bíceps en polea baja - 4x15\n\nDía 4 - Sábado (Full body + cardio):\n1. Circuito: Sentadilla Smith x12 + Jalón x12 + Press x12 + Remo x12 - 4 rondas\n2. Bicicleta estática - 20 min\n3. Estiramientos - 10 min\n\nRecomendaciones:\n- Multiestación: aprovechar todas las estaciones para trabajar todos los grupos.\n- Mejorar sueño: rutina nocturna, sin pantallas, temperatura fresca.\n- 1.6g proteína/kg = 112g/día."
"Edad: 30 años | Sexo: Hombre | Altura: 1.78m | Peso: 85kg | Frecuencia de ejercicio: 5+ veces/semana | Nivel de rendimiento: Alto | Estilo de entrenamiento: Fuerza | Lugar de entrenamiento: Casa | Equipamiento disponible: Barra y discos | Tipo de dieta: Alta en proteínas | Consumo de agua: 3L/día | Horas de sueño: 8h | Calidad de sueño: Muy buena | Objetivo: Fuerza máxima","Rutina: Fuerza máxima con barra en casa - 4 días/semana\n\nAnálisis del perfil:\nUsuario con equipamiento completo en casa y perfil de recuperación óptimo. Puede seguir un programa de fuerza de alto rendimiento.\n\nDía 1 - Lunes (Sentadilla):\n1. Sentadilla con barra - 5x5 al 80% RM\n2. Sentadilla pausa (2s abajo) - 3x4 al 70% RM\n3. Good morning con barra - 3x10\n4. Peso muerto rumano - 3x10\n5. Plancha con ab wheel - 3x8\n\nDía 2 - Martes (Press):\n1. Press de banca en suelo - 5x5 al 80% RM\n2. Press militar de pie - 4x6\n3. Press de banca agarre cerrado - 3x8\n4. Fondos entre bancos - 3x10\n5. Curl de bíceps - 4x10\n\nDía 3 - Jueves (Peso muerto):\n1. Peso muerto convencional - 5x4 al 85% RM\n2. Peso muerto sumo - 3x6\n3. Remo Pendlay - 4x6\n4. Remo con barra agarre supino - 3x10\n\nDía 4 - Viernes (Accesorios):\n1. Sentadilla frontal - 4x6\n2. Press inclinado en suelo - 4x8\n3. Curl de bíceps con barra Z - 3x12\n4. Extensión de tríceps - 3x12\n5. Face pull - 3x15\n\nRecomendaciones:\n- Semanas de descarga cada 4 semanas al 60% del volumen.\n- 2.2g proteína/kg = 187g/día.\n- Monitorear frecuencia cardíaca en reposo."
"Edad: 26 años | Sexo: Hombre | Altura: 1.74m | Peso: 72kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Fuerza e hipertrofia | Lugar de entrenamiento: Casa | Equipamiento disponible: Barra de dominadas | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 7.5h | Calidad de sueño: Buena | Objetivo: Ganar músculo en tren superior","Rutina: Hipertrofia tren superior con barra de dominadas - 3 días/semana\n\nAnálisis del perfil:\nLa barra de dominadas permite trabajo intenso de tren superior. Combinada con ejercicios de empuje en peso corporal cubre todos los patrones.\n\nDía 1 - Lunes (Jalón y bíceps):\n1. Dominadas agarre ancho - 4x8\n2. Dominadas agarre neutro - 4x8\n3. Dominadas agarre supino - 4x10\n4. Dominadas con pausa 2s arriba - 3x6\n5. Curl de bíceps con toalla en barra - 3x12\n6. Colgado activo con retracción escapular - 3x10\n\nDía 2 - Miércoles (Empuje):\n1. Flexiones arquero - 4x8 cada lado\n2. Flexiones con pies elevados - 4x12\n3. Fondos entre sillas - 4x12\n4. Pike push-up - 3x12\n5. Flexiones diamante - 3x15\n6. Extensión de tríceps en suelo - 3x15\n\nDía 3 - Viernes (Full body tren superior + core):\n1. Dominadas explosivas - 4x6\n2. Muscle-up progresión - 3x5\n3. Flexiones a una mano asistidas - 3x6 cada lado\n4. Remo invertido bajo barra baja - 4x12\n5. Elevaciones de piernas colgado - 4x12\n6. Giro ruso suspendido - 3x10\n\nRecomendaciones:\n- Progresión en dominadas: añadir peso gradualmente o trabajar variantes más difíciles.\n- 2g proteína/kg = 144g/día.\n- Descanso entre sesiones: mínimo 1 día."
"Edad: 28 años | Sexo: Hombre | Altura: 1.72m | Peso: 75kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Fuerza e hipertrofia | Lugar de entrenamiento: Casa | Equipamiento disponible: Solo peso corporal | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 7h | Calidad de sueño: Buena | Objetivo: Ganar músculo","Rutina: Hipertrofia con peso corporal - 4 días/semana\n\nAnálisis del perfil:\nSin equipamiento. El peso corporal bien utilizado permite desarrollo muscular con progresiones adecuadas.\n\nDía 1 - Lunes (Empuje):\n1. Flexiones arquero - 4x8 cada lado\n2. Flexiones con pies elevados - 4x12\n3. Flexiones diamante - 3x12\n4. Fondos entre sillas - 3x12\n5. Pike push-up - 3x12\n6. Extensión de tríceps en suelo - 3x15\n\nDía 2 - Martes (Jalón y espalda):\n1. Remo invertido bajo mesa resistente - 4x12\n2. Remo con toalla en puerta - 3x15\n3. Superman en suelo - 3x15\n4. Curl de bíceps con toalla o mochila - 3x12\n5. Retracción escapular en suelo - 3x20\n\nDía 3 - Jueves (Piernas):\n1. Sentadilla pistol asistida en silla - 4x8 cada pierna\n2. Zancadas en movimiento - 4x12 cada pierna\n3. Hip thrust con hombros en sofá - 4x20\n4. Sentadilla sumo con salto - 3x12\n5. Curl femoral nórdico en suelo - 3x8\n6. Pantorrillas en escalón - 4x25\n\nDía 4 - Viernes (Full body + core):\n1. Burpees con flexión - 4x10\n2. Mountain climbers - 4x30s\n3. Sentadilla con salto - 3x15\n4. Plancha con toque de hombro - 3x10 cada lado\n5. Crunch en reverse - 3x15\n6. Superman hold - 3x30s\n\nRecomendaciones:\n- Tempo lento (3-1-2) para máxima tensión mecánica.\n- Progresar con variantes más difíciles o lastre.\n- 2g proteína/kg = 150g/día."
"Edad: 32 años | Sexo: Mujer | Altura: 1.64m | Peso: 62kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Tonificación | Lugar de entrenamiento: Casa | Equipamiento disponible: Mancuernas | Tipo de dieta: Vegetariana | Consumo de agua: 2L/día | Horas de sueño: 7.5h | Calidad de sueño: Buena | Objetivo: Tonificar y perder grasa","Rutina: Tonificación con mancuernas en casa - 4 días/semana\n\nAnálisis del perfil:\nUsuaria con mancuernas en casa y buen sueño. Dieta vegetariana: revisar fuentes de proteína completa.\n\nDía 1 - Lunes (Tren superior):\n1. Press de pecho con mancuernas en suelo - 4x12\n2. Remo con mancuerna unilateral - 4x12 cada brazo\n3. Press de hombros sentada - 3x15\n4. Elevaciones laterales - 3x15\n5. Curl de bíceps - 3x15\n6. Extensión de tríceps sobre cabeza - 3x15\n\nDía 2 - Martes (Tren inferior):\n1. Sentadilla con mancuernas - 4x15\n2. Zancadas con mancuernas - 3x12 cada pierna\n3. Hip thrust con mancuerna - 4x15\n4. Peso muerto rumano con mancuernas - 4x12\n5. Abducción lateral tumbada - 3x20\n6. Pantorrillas de pie con mancuerna - 4x20\n\nDía 3 - Jueves (Full body funcional):\n1. Sentadilla con press de hombros - 4x12\n2. Remo con mancuerna + zancada - 3x10 cada lado\n3. Peso muerto con mancuernas + curl - 3x12\n4. Plancha con remo de mancuerna - 3x10 cada lado\n5. Sentadilla sumo con mancuerna - 3x15\n\nDía 4 - Sábado (Cardio + core):\n1. Jumping jacks con mancuernas livianas - 3x30s\n2. Sentadilla con salto - 3x12\n3. Mountain climbers - 3x30s\n4. Plancha - 3x45s\n5. Russian twists - 3x20\n\nRecomendaciones:\n- Vegetariana: tofu, tempeh, legumbres, huevos para proteína completa.\n- Déficit calórico de 300 kcal para perder grasa sin perder músculo.\n- 1.8g proteína/kg = 112g/día."
"Edad: 38 años | Sexo: Hombre | Altura: 1.75m | Peso: 78kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Fuerza funcional | Lugar de entrenamiento: Casa | Equipamiento disponible: Kettlebells | Tipo de dieta: Omnívora | Consumo de agua: 2.5L/día | Horas de sueño: 7h | Calidad de sueño: Buena | Objetivo: Ganar fuerza funcional y perder grasa","Rutina: Fuerza funcional con kettlebells - 4 días/semana\n\nAnálisis del perfil:\nLos kettlebells son ideales para fuerza funcional: combinan carga, potencia y cardio. Los movimientos balísticos elevan el gasto calórico.\n\nDía 1 - Lunes (Fuerza inferior + potencia):\n1. Swing con kettlebell - 5x15\n2. Goblet squat - 4x12\n3. Peso muerto con kettlebell (una mano) - 4x10 cada lado\n4. Zancada con kettlebell en rack - 3x10 cada pierna\n5. Hip thrust con kettlebell - 4x15\n\nDía 2 - Martes (Fuerza superior):\n1. Press militar con kettlebell - 4x8 cada lado\n2. Remo con kettlebell - 4x10 cada lado\n3. Press de piso con kettlebell - 3x12 cada lado\n4. Curl de bíceps con kettlebell - 3x12\n5. Extensión de tríceps con kettlebell - 3x12\n\nDía 3 - Jueves (Potencia y metabólico):\n1. Clean and press - 5x5 cada lado\n2. Swing a una mano alternado - 4x10 cada lado\n3. Snatch con kettlebell - 3x5 cada lado\n4. Farmer walk con 2 kettlebells - 4x20m\n5. Turkish get-up - 3x3 cada lado\n\nDía 4 - Viernes (Full body + core):\n1. Circuito AMRAP 15 min: Swing x10 + Goblet squat x8 + Press x6 + Remo x8\n2. Plancha con apoyo en kettlebell - 3x30s\n3. Russian twist con kettlebell - 3x20\n4. Dead bug - 3x10 cada lado\n\nRecomendaciones:\n- Kettlebell: técnica primero. Aprender swing, clean y snatch con peso ligero.\n- Gasto calórico alto: ideal para perder grasa mientras se gana fuerza.\n- 1.8g proteína/kg = 140g/día."
"Edad: 24 años | Sexo: Mujer | Altura: 1.60m | Peso: 57kg | Frecuencia de ejercicio: 1-2 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Funcional | Lugar de entrenamiento: Casa | Equipamiento disponible: Bandas elásticas | Tipo de dieta: Omnívora | Consumo de agua: 1.5L/día | Horas de sueño: 8h | Calidad de sueño: Buena | Objetivo: Tonificar y mejorar condición física","Rutina: Tonificación con bandas elásticas - 3 días/semana\n\nAnálisis del perfil:\nLas bandas elásticas permiten trabajar todos los grupos musculares. Usuaria con buen sueño pero hidratación insuficiente (1.5L).\n\nDía 1 - Martes (Tren superior):\n1. Press de pecho con banda - 3x15\n2. Remo con banda - 3x15\n3. Press de hombros con banda - 3x15\n4. Curl de bíceps con banda - 3x15\n5. Extensión de tríceps con banda - 3x15\n6. Face pull con banda - 3x15\n\nDía 2 - Jueves (Tren inferior):\n1. Sentadilla con banda - 4x20\n2. Hip thrust con banda - 4x20\n3. Patada de glúteo con banda - 3x20 cada pierna\n4. Abducción lateral con banda - 3x20 cada pierna\n5. Peso muerto rumano con banda - 3x15\n6. Curl femoral de pie con banda - 3x15 cada pierna\n\nDía 3 - Sábado (Full body + cardio):\n1. Sentadilla con salto + banda - 3x12\n2. Remo + zancada con banda - 3x10 cada lado\n3. Press de pecho + flexión combinado - 3x12\n4. Plancha frontal - 3x40s\n5. Mountain climbers - 3x30s\n6. Jumping jacks - 3x30s\n\nRecomendaciones:\n- Progresión: usar banda más gruesa o combinar bandas.\n- Aumentar agua a 2L/día.\n- 1.6g proteína/kg = 91g/día."
"Edad: 45 años | Sexo: Mujer | Altura: 1.62m | Peso: 72kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Cardio y tonificación | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 6.5h | Calidad de sueño: Regular | Objetivo: Perder peso y mejorar condición","Rutina: Pérdida de peso progresiva - 3 días/semana\n\nAnálisis del perfil:\nUsuario con sobrepeso (IMC ~27.4), bajo rendimiento y sueño regular. El cortisol por mal sueño dificulta la pérdida de grasa. Plan conservador y sostenible.\n\nDía 1 - Lunes (Cardio suave + tren superior):\n1. Caminata en caminadora inclinada - 20 min\n2. Press en máquina pecho - 3x15\n3. Jalón al pecho - 3x15\n4. Curl de bíceps - 3x15\n5. Extensión de tríceps - 3x15\n\nDía 2 - Miércoles (Cardio + tren inferior):\n1. Bicicleta estática - 20 min ritmo moderado\n2. Prensa de pierna - 3x15\n3. Extensión de cuádriceps - 3x15\n4. Curl femoral - 3x15\n5. Puente de glúteos - 3x15\n\nDía 3 - Viernes (Full body funcional):\n1. Circuito suave: Sentadilla con mancuernas x12 + Remo con banda x12 + Flexiones en pared x12 + Zancadas x10 - 3 rondas\n2. Plancha modificada - 3x20s\n3. Estiramientos - 10 min\n\nRecomendaciones:\n- Déficit calórico de 400-500 kcal/día.\n- Aumentar proteína para preservar masa muscular.\n- Priorizar sueño: 7h mínimo.\n- Progresar intensidad muy gradualmente."
"Edad: 20 años | Sexo: Hombre | Altura: 1.82m | Peso: 75kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Fuerza y hipertrofia | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 3L/día | Horas de sueño: 8h | Calidad de sueño: Muy buena | Objetivo: Ganar masa muscular","Rutina: Hipertrofia Push/Pull/Legs - 6 días/semana\n\nAnálisis del perfil:\nPerfil ideal: buen sueño, buena hidratación, nivel medio y objetivo de hipertrofia. La frecuencia alta permite dividir entrenamiento por grupos musculares.\n\nDía 1 - Lunes (Push):\n1. Press de banca con barra - 4x10\n2. Press inclinado con mancuernas - 4x10\n3. Fondos en paralelas - 3x12\n4. Press militar con mancuernas - 3x12\n5. Elevaciones laterales - 4x15\n6. Extensión de tríceps en polea - 3x15\n\nDía 2 - Martes (Pull):\n1. Dominadas con agarre ancho - 4x8\n2. Remo con barra - 4x10\n3. Jalón al pecho agarre cerrado - 3x12\n4. Remo en polea unilateral - 3x12\n5. Curl de bíceps con barra - 4x12\n6. Face pull - 3x15\n\nDía 3 - Miércoles (Legs):\n1. Sentadilla con barra - 4x10\n2. Prensa de pierna - 4x12\n3. Peso muerto rumano - 4x10\n4. Extensión de cuádriceps - 3x15\n5. Curl femoral - 3x15\n6. Pantorrillas - 4x20\n\nDía 4 - Jueves (Push):\n1. Press de banca con mancuernas - 4x10\n2. Press inclinado en máquina - 3x12\n3. Cruces en polea - 3x15\n4. Press militar con barra - 4x8\n5. Elevaciones laterales - 4x15\n6. Extensión de tríceps - 3x15\n\nDía 5 - Viernes (Pull):\n1. Dominadas agarre neutro - 4x8\n2. Remo en T - 4x10\n3. Jalón al pecho - 3x12\n4. Remo con mancuerna unilateral - 3x12\n5. Curl martillo - 3x12\n6. Curl concentrado - 3x12\n\nDía 6 - Sábado (Legs):\n1. Sentadilla frontal - 4x8\n2. Sentadilla búlgara - 3x12 cada pierna\n3. Peso muerto sumo - 4x8\n4. Extensión de cuádriceps - 3x15\n5. Curl femoral - 3x15\n6. Pantorrillas sentado - 4x20\n\nRecomendaciones:\n- Con 6 días/semana, la nutrición es clave: 2g proteína/kg = 150g/día.\n- Semanas de descarga cada 4-5 semanas.\n- 3L de agua son correctos para este volumen."
"Edad: 35 años | Sexo: Mujer | Altura: 1.68m | Peso: 65kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Funcional y cardio | Lugar de entrenamiento: Casa | Equipamiento disponible: Mancuernas ligeras y banda | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 7h | Calidad de sueño: Buena | Objetivo: Recuperar forma después del embarazo","Rutina: Recuperación post-parto - 3 días/semana\n\nAnálisis del perfil:\nUsuaria en recuperación post-parto. Es FUNDAMENTAL la autorización médica antes de iniciar. El entrenamiento debe ser progresivo y respetar los tiempos de recuperación del suelo pélvico y la diástasis abdominal.\n\nDía 1 - Lunes (Tren superior + suelo pélvico):\n1. Activación de suelo pélvico (Kegel) - 3x10 repeticiones\n2. Press de pecho con mancuernas ligeras - 3x12\n3. Remo con banda - 3x12\n4. Elevaciones laterales con mancuernas ligeras - 3x15\n5. Curl de bíceps - 3x15\n6. Respiración diafragmática - 5 min\n\nDía 2 - Miércoles (Tren inferior suave):\n1. Sentadilla sin peso (apoyada en pared) - 3x12\n2. Puente de glúteos - 3x15\n3. Zancadas en sitio sin peso - 3x10 cada pierna\n4. Abducción lateral tumbada - 3x15\n5. Elevaciones de pantorrilla - 3x15\n\nDía 3 - Viernes (Movilidad + cardio suave):\n1. Caminata al aire libre - 20 min ritmo suave\n2. Movilidad de cadera y columna - 15 min\n3. Yoga suave post-parto - 15 min\n4. Estiramientos generales - 10 min\n\nRecomendaciones:\n- OBLIGATORIO: autorización médica antes de empezar.\n- Evaluar diástasis abdominal antes de hacer ejercicios de core.\n- Progresar muy gradualmente: la recuperación post-parto toma meses.\n- Amamantar requiere ~500 kcal extra; no hacer déficit calórico agresivo."
"Edad: 60 años | Sexo: Hombre | Altura: 1.75m | Peso: 82kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Funcional y cardio | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 7h | Calidad de sueño: Regular | Objetivo: Mantener funcionalidad y perder peso","Rutina: Funcionalidad y salud - 3 días/semana\n\nAnálisis del perfil:\nAdulto mayor con sobrepeso (IMC ~26.8). El objetivo principal es mantener la funcionalidad y la masa muscular. La frecuencia de 2-3 días es realista.\n\nDía 1 - Lunes (Tren superior funcional):\n1. Press en máquina pecho - 3x15\n2. Remo en polea baja - 3x15\n3. Elevaciones laterales con mancuernas ligeras - 3x15\n4. Curl de bíceps - 3x15\n5. Extensión de tríceps en polea - 3x15\n6. Ejercicios de agarre (apretar pelota) - 3x20\n\nDía 2 - Miércoles (Tren inferior funcional):\n1. Sentadilla en silla (sentarse y levantarse) - 3x12\n2. Prensa de pierna suave - 3x12\n3. Puente de glúteos - 3x15\n4. Elevaciones de pantorrilla - 3x15\n5. Equilibrio monopodal - 3x30s cada pie\n6. Caminata en caminadora - 15 min\n\nDía 3 - Viernes (Movilidad + cardio suave):\n1. Caminata al aire libre - 25 min\n2. Movilidad articular completa - 15 min\n3. Estiramientos suaves - 15 min\n4. Ejercicios de respiración - 5 min\n\nRecomendaciones:\n- Priorizar ejercicios de equilibrio para prevenir caídas.\n- Aumentar proteína a 1.2-1.5g/kg para combatir sarcopenia.\n- Revisar cardiovascular con médico.\n- Hidratación: a mayor edad, menor percepción de sed; beber a horario."
